global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
5168.28696680921	n/a	n/a	26711190.171289943	3584.0563667383085	n/a	12845460.039957404	n/a	3367.158567538804	n/a	n/a	11337756.818949971	3309.873421262896	6117.916792099558	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.700527460542304	n/a	n/a	0.4907387229738492	-0.2692299499054513	n/a	0.0724847659260918	n/a	1.2162764666382202	n/a	n/a	1.4793284432979537	0.0048832368655534	n/a	2.384600228509979e-05	n/a	-0.0198695670003505	n/a	n/a	0.0003947996927814	-0.0421338866854584	n/a	0.001775264407223	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5606.439011571137	438.1520447619269	191977.21432905755	31432158.390466742	3896.6200127762354	312.5636460379269	15183647.523968268	97696.03282452244	3612.67517516663	245.51660762782603	60278.40462107588	13051421.921265244	3562.2257594573744	6427.755635055883	6.648839	207.003067	3.2481017326887835	1.6185718738082882	-0.0046002238	0.1052674304	-0.1647909536	0.4356567729	-0.4006973017	0.0171670357	-0.3015687692	0.2288699374	-0.3101710192	0.2572697575	-0.3068978371	0.5522414973	-0.0425341732	0.0475466607	-0.0775067193	0.0529774776	-0.220887045	0.0761699964	-0.0182632642	0.0411516233	0.0470123513	-0.0725934199	0.0250950337	-0.7548102847	0.1712943571	-0.0602695477	0.1920152559	-0.1548869023	0.0619591665	-0.1154001782	0.0329500808	-0.2432340509	0.0117641307	-0.0461408463	0.2642863211	-0.0273649081	0.0575840567	-0.0367385841	0.0796698133	-0.0381708138	0.0915834328	-0.1023676674	0.0091001186	0.0450407063	-0.0244001616	0.0131098212	-0.0127687275	0.0412924776	-0.023331454	0.009489065	-0.0306408156	0.0095668486	-0.0479325619	0.0128592289	-0.063332163	0.0527631851	-0.0643864005	0.0272703144	-0.0018439022	0.0370238171	-0.0739438473	0.0081746234	-0.0351312023	0.0015391794	0.0253315359	-0.0189989738	0.0116112751	0.0734972034	-0.0258497346	0.0435452751	0.0363552232	-0.0318525387	-0.0001908629	-0.0023763617	-0.006982576	0.0373247289	-0.0490141077	0.003994486	0.0347862201	0.0267229346	-0.0236853458	0.0294720973	0.0229473879	-0.3040563122	0.6922809216	-0.0474111564	0.1963553487	-0.0515667725	0.0054008554	-0.0633899406	0.3118094611	-0.0211148653	0.1229554095	0.1117581517	-0.1493689661	0.0464156962	-0.1236651173	0.222117728	-0.0570069291	0.0499638447	-0.1145938781	0.0215889458	-0.0362202927	0.1027106184	-0.0370598314	0.0726696612	-0.0472748248	-0.0419061234	0.0149900068	0.0173762393	0.0511615901	-0.0558338862	-0.0570888004	0.0289169134	-0.0294560329	0.0456657135	-0.020627566	0.017082342	-0.071273795	0.0428017224	-0.0020380904	0.0340517086	-0.054755886	0.0268997213	-0.0366987992	0.0132427956	-0.0208183578	0.0323155939	-0.0355747268	0.0010566574	0.0315237899	-0.0019141609	-0.0206787782	0.012476501	-0.0061528376	-0.1474871886	0.2009349769	-0.7581139838	0.1603283771	0.2556811252	-0.3576559439	0.1077232335	-0.0863347654	0.1369266759	-0.1811312134	0.0276174195	-0.0852171116	0.0220141989	-0.0006939541	0.0534783206	0.0433678539	-0.005135628	-0.0265289272	0.017070254	-0.0259795823	0.0199257526	-0.0018289786	0.0053904869	-0.0167444645	0.0957801421	0.0957726828	0.0957602511	0.0957428477	0.0957204735	0.0	-0.4158202847707599	0.2847071757715441	0.0810581759358089	0.1729065092268358	-0.3902084213513603	-0.120978471445909	0.1522626120935207	0.0146357905533886	0.5086750878976147	-0.7076013787406055	0.5006997111956057	0.258750345047646	-0.0090128395448235	-0.0138960764103769	8.123127666073429e-05	0.000193100939603	-0.0125041762354911	0.0073653907648593	5.4248981119076125e-05	0.0001563544233282	-0.0206990597260802	0.0214348269593782	0.0004284510735438	0.0004594518067784	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5408.887652994255	-197.55135857688128	39026.53927557153	29256065.642713703	3667.2532230334336	-229.36678974280176	13448746.201849109	52609.12423691863	3548.258818086211	-64.4163570804194	4149.467059512099	12590140.640126554	3490.296956426017	6685.185176387186	5.036878	156.816727	5.904369803435424	2.8677535647986208	-0.220610623	0.4698912835	-0.1640569861	-0.1638743221	-0.3870487503	0.265137291	-0.0318034256	0.0316715473	-0.3339950943	-0.5696658618	-0.1255573649	0.0415522942	-0.1157865613	0.289734779	-0.1623776364	-0.2154502169	0.1801798341	0.0509025104	-0.0351885224	-0.2227678001	0.7340992935	0.332127366	0.3695499281	-0.0335349661	-0.2486974266	0.0682229291	-0.0631339089	0.0648189913	-0.1223824715	-0.0370228339	-0.0972243679	0.0742941213	-0.0111319321	-0.0848047025	0.0583977169	-0.0058293599	0.065101503	0.0557539698	-0.0215094351	-0.0240033245	-0.0202939371	0.0024977201	0.0121399061	-0.0178682818	-0.0094288564	-0.0127228739	0.0200073774	-0.0021365943	0.0330292738	-0.0217484455	0.02867143	0.0024351149	0.0122984064	3.32026e-05	0.0178752513	-0.0109980639	0.0404428515	-0.0109265535	0.0248396979	-0.0362808343	0.0004895919	-0.0151695673	-0.0206051804	-0.0182062669	0.0134697507	0.0093905752	-0.0178296783	-0.0290675739	0.0054292331	-0.0184671223	-0.0007861756	0.0017859048	0.0156879119	-0.018826453	0.0359227511	-0.0195341	0.0119887507	-0.0456416177	0.0004697144	0.0001957856	-0.7392702349	-0.2770644702	-0.2451639576	-0.1857595685	-0.0219678367	-0.1140862208	-0.2627157189	-0.1421095261	0.1336461672	0.1273061439	-0.0341725835	0.1579809543	-0.0939708982	-0.0106912757	0.0633244327	-0.0827912498	-0.0297305692	0.0504949431	-0.0378897611	-0.0391075544	0.0087071423	0.0239842113	0.0037066924	-0.0172336203	0.067183364	0.0232939476	0.0101083765	0.0013631939	-0.050381896	0.0029332289	-0.0188552782	0.023809381	0.0022473294	-0.0226758114	0.0359725558	-0.0291254642	-0.0118404	0.0368863369	0.0326992404	-0.011414495	0.0097445747	-0.0064133831	0.0346780573	-0.0050229346	-0.0156039078	-0.001645409	0.0155488385	0.0306717658	0.0222923913	-0.0135427624	-0.0352003963	-0.0193642307	0.012305704	0.0124350232	-0.0026887871	-0.4576929767	0.4225832095	-0.1284185119	-0.1285087762	-0.6522061474	0.2475081839	-0.0964059589	0.1002022792	-0.0099600371	0.0112531729	-0.0696023364	0.0134913783	0.0160805142	0.0448388639	0.0111050008	0.0034287007	-0.0216119272	-0.0255040951	-0.0099943552	-0.0343487515	-0.0109042843	0.0310974282	0.0373863969	0.0127216704	0.0957602511	0.0956931295	0.0955812949	0.0954247996	0.0952237168	0.0	0.5035903953531573	0.9194106801239172	0.8453159987259241	0.2536032862919493	0.3599755002306466	0.750183921582007	0.1295823607663042	0.5627759162001588	-0.21662533574478	-0.7253004236423948	0.5260607045358373	0.0469265360865386	0.0245561020096743	0.0335689415544978	0.0006030021459095	0.0011268738370892	-0.0070789661298245	0.0054252101056665	2.9432904690626997e-05	5.011176146720246e-05	0.0104962841754975	0.0311953439015777	0.0001101719814927	0.0009731494811377	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5621.446388988064	212.55873599380905	45181.2162472858	31600659.504266948	3856.933526199856	189.68030316642216	14875936.225524452	35978.61740930582	3626.026083060648	77.76726497443724	6047.747501604333	13148065.155036146	3563.0846247717323	7167.180486941208	4.601423	143.259415	1.242951335561464	0.6420627796221593	-0.2504168107	0.2925644132	0.0709462987	-0.1074665245	0.3402098773	-0.0473172132	0.1502030369	0.0648802599	0.0439979064	-0.0447468613	0.0088758742	0.069832034	0.0838538367	0.1208969446	0.2633739578	0.2929306712	0.0045534116	0.0520951003	0.0819831494	0.2946830479	-0.0103855799	0.349489978	-0.2860329155	0.1693393053	-0.1811126543	-0.0691727433	-0.068577628	-0.2254904142	0.1871447837	-0.1617370196	0.1579501883	-0.2775292337	-0.0348687043	0.0441598976	-0.0108021877	-0.0230017673	-0.0827895897	-0.1279794471	-0.0834240262	-0.1181805905	0.0589245698	0.0667016659	0.0912378096	0.3081837295	0.0118278084	-0.1202821114	-0.0477721711	0.0740798159	0.0294092088	-0.0068965946	-0.0230500054	0.0203190511	0.1113063963	0.0433257508	-0.0061489214	0.0277233376	-0.0112460574	-0.028040131	-0.0699464322	-0.1064716584	-0.0605098023	0.020043008	0.0224030808	-0.0345732423	-0.032183931	0.0495134446	-0.0291325579	0.0350217902	-0.0128962085	0.0643473027	0.0328533822	0.0456528947	0.0049408323	0.1016066083	-0.0460324112	0.0589860816	0.0450261274	0.0198393272	-0.0487481454	0.0284788885	-0.0288613504	-0.3019153312	0.1291849186	0.3196318328	-0.1145095137	-0.0103874992	-0.0726354506	-0.1311320413	0.0669564738	0.0243882592	0.2419110751	-0.2875959505	0.2320879269	0.0872018666	-0.1644720823	0.0713222415	0.1067662892	-0.0003527753	0.0290454255	-0.0369137875	-0.0288126832	0.0971625445	-0.0319823809	0.1016526015	-0.0268401213	-0.0088771223	0.0722436193	-0.2551145348	0.2033664912	-0.1379972457	-0.0029147966	0.2042313673	-0.0238979774	-0.0554168613	0.0644523363	0.005585577	0.1228949052	-0.0377164164	-0.0314778313	-0.0599022643	-0.1546108841	-0.0381947273	-0.0702624634	0.0764657738	-0.0042918635	0.0678972583	0.0180198315	-0.0184758921	0.0180662123	-0.0098554171	0.0932411257	-0.0226372886	0.0030164695	-0.012807977	-0.038344519	-0.3414804418	0.0913246867	0.3759975354	-0.0960159504	0.2548647677	-0.2888555403	0.1191722421	-0.0902443007	0.0144378595	-0.0211766681	0.0448703758	-0.0371288819	-0.2253183284	-0.1093741117	-0.0747105852	0.0704245773	0.0069854472	-0.0581031208	-0.0862633127	0.0194513186	-0.0013770649	0.0850552629	0.2697683982	0.1494188976	0.0957204735	0.0955340889	0.0952237168	0.0947897599	0.0942327815	0.0	0.1902822318776884	-0.3133081634754689	0.0981620053003711	0.0362073277683543	0.4572615867154042	0.0972860864847575	0.2090881586854891	0.0094645826235197	-0.2693066333584824	-0.0526812976137023	0.0027753191182634	0.07252606277088	0.0264193541358197	0.0018632521261453	0.0006979822729538	3.4717084855853496e-06	0.0020411169016933	0.0091200830315178	8.31759145017789e-05	4.166158206378056e-06	0.00588610357341	-0.0046101806020875	3.464621527690997e-05	2.1253765183863864e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5542.943318680338	-78.50307030772638	6162.732047739831	30724220.634103	3763.416931152344	-93.5165950475116	14163306.997684129	8745.353549280271	3614.074082706972	-11.952000353675883	142.85031245426848	13061531.475294242	3547.24773805738	6909.310761981157	2.141859	66.684044	0.3166970082617796	0.1533553155291971	-0.201441043	0.3045234704	0.0347432729	-0.1634403569	0.2063940331	0.0352786059	0.0600040684	0.0346019892	-0.0524247092	-0.2322471959	-0.197598284	-0.1666089807	-0.0653326087	0.0265082023	0.1030195935	0.0714056946	-0.0766059524	0.2165455119	0.0859597578	0.0623013354	0.0303066944	0.2733715857	-0.1716434351	0.1471366905	0.0778122806	0.0533783912	0.0878843214	-0.0423352283	0.2647829125	-0.1191891648	0.0283475855	-0.2870818841	-0.0680696584	-0.0345547464	-0.0602495232	0.0534025028	0.0179701421	-0.0285418288	0.0193818417	0.1352312113	0.1206296643	0.0436174063	-0.1472315791	-0.2989742433	-0.0638728029	0.1032137107	0.0652639625	0.0372100987	-0.0505540311	0.1369977066	0.011636524	-0.0530383941	-0.1372472961	-0.1072755767	0.0300196795	-0.0904273752	-0.0212629593	0.1068026937	0.0765736229	0.040672625	0.1548197634	0.0406244336	-0.0081475982	0.0322482267	0.0005076493	-0.0429702073	0.0657551911	-0.0556672499	-0.085704113	-0.105072348	0.0394971582	0.0307936816	-0.0484516166	-0.0563532801	0.0976554708	-0.0783271044	-0.0576508404	0.0076342452	-0.0205519981	-0.0081070921	-0.055229723	-0.2710562268	0.086466665	0.1400380891	-0.1347408486	-0.0177680669	0.0991486206	-0.1099987443	-0.1469231765	-0.0547974046	0.1584813727	-0.087360705	0.1902090063	0.0829473907	-0.0597331706	0.2303495557	0.0800521753	0.0100825728	-0.0451177192	0.1216043281	0.110628722	0.0224068829	0.1220743237	-0.1549694063	-0.227246237	-0.1228198413	-0.107316819	0.1940796349	-0.2489840964	0.114600072	-0.0892407448	-0.1229832485	0.1143815435	0.1269899531	-0.0310542365	0.0681897689	-0.0051746294	0.0161317422	-0.0025234703	0.0468103608	0.0828092861	0.0320970182	0.0802884574	-0.0805433738	-0.0476569719	-0.074405839	-0.0711442471	-0.0697377391	-0.0558267269	-0.0358739075	-0.0083915784	0.129671489	-0.0645387441	-0.0130765364	-0.0346956766	-0.3419473988	0.1218090367	0.3221427443	-0.1183904124	0.1434598544	-0.1853649091	0.1050172083	0.0847956611	0.0350446965	-0.0220049806	0.0318809858	-0.1089628349	-0.0661287812	-0.166707998	0.0285553025	0.1211115009	0.093719732	0.1048273647	0.1949220713	0.158876019	0.0602695065	-0.0246351961	-0.3132162806	-0.1395477653	0.0956608172	0.0952956932	0.0946881851	0.0938398382	0.0927528101	0.0	0.1317987846399688	-0.0584834472377195	0.0034203136008071	0.0173709196325728	0.5071827355304066	0.0499211488150024	0.2572343272201063	0.0024921210990096	-0.2754488420038399	-0.0061422086453575	3.7726727043104754e-05	0.0758720645612563	0.0274196749881632	0.0010003208523435	0.0007518385764565	1.000641807633227e-06	0.003350077384788	0.0013089604830947	1.7133775463035108e-06	1.1223018484068005e-05	0.0041523808375742	-0.0017337227358358	1.7242266620253414e-05	3.005794524753972e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5488.040172950825	-54.9031457295132	3014.3554109961638	30118584.93992212	3759.898563513595	-3.5183676387491687	14136837.207911596	12.3789108413974	3603.719894998864	-10.35418770810793	107.20920309473333	12986797.081610626	3544.22175156228	6568.01070540292	2.818707	87.756836	1.458301007273816	0.8302781647011788	-0.2066854457	0.1787520774	-0.0520062419	-0.0301097711	0.0694350296	-0.1238439318	-0.0762652119	0.0921340629	0.0639622978	-0.185011275	0.0177548201	-0.0260368756	0.09549616	-0.0577498859	0.2170640505	0.096867419	-0.2318813407	-0.1959158854	-0.0878149493	0.0762442703	0.0928429052	0.1204844552	-0.3280801658	0.0115336901	0.0186996809	0.002436113	-0.1068741455	-0.0350034455	0.2710254173	0.1495543511	0.1676933867	0.2811392322	0.1573648352	0.027704748	0.1271090239	-0.0832562887	0.1297778673	0.0844170417	-0.0187903799	0.0274693169	-0.2488927894	-0.0264842633	-0.0302172803	-0.0830164787	-0.0301368379	0.1485088376	-0.2139388937	-0.212463004	-0.0775723472	-0.0732816312	-0.0054755066	0.0767381727	0.031024773	-0.081028557	-0.0767902274	0.079638417	0.0186912582	-0.0310704114	-0.0605910466	0.0669448949	-0.0178999112	0.0008023467	-0.0056221713	0.0100554489	-0.0137823063	0.0236599036	-0.0069340587	0.0879324424	0.0708177969	0.0231686751	-0.0711021674	-0.0975259034	0.0698975189	-0.0559447754	-0.0816979423	0.0817151095	-0.0083882189	0.0751221045	0.0839001796	0.0222434827	-0.0937181362	-0.1331523175	0.26753776	0.1507377246	-0.0006702513	-0.0023169634	0.1257893442	-0.1033413761	-0.1501819518	-0.0733677084	-0.1748681651	-0.2708894081	0.0474520032	-0.2186469569	0.1172528298	-0.2578539764	-0.1085870813	-0.0422229699	0.0335945598	0.0308240861	-0.0038521958	0.0421362625	-0.1598130362	-0.0917727439	0.1263850219	0.0327495461	0.0619545211	0.0662781017	0.0614109167	-0.0078151055	0.0633020302	-0.3034150035	-0.1669856396	-0.1845481763	-0.0177492056	-0.1411244435	-0.0925690616	0.0571862152	-0.0759204814	0.1195789349	0.0937085681	0.0291951945	0.0077407102	-0.0036412512	-0.0174872552	0.0258821463	-0.0550279487	0.0566319536	-0.0364711764	0.0320776791	-0.0023519267	-0.0207043854	0.0099120089	0.0560244996	0.0152285808	-0.2022690824	-0.054736329	0.1788299986	-0.0183361263	0.1492168068	-0.0650968425	-0.0773637279	-0.0950859941	0.0466880323	-0.0661155895	0.2273522105	0.2142404107	0.5128049072	0.4266451781	-0.0216079939	-0.2959952386	-0.1265152671	-0.0766600142	-0.1058281029	-0.2230682942	-0.1575065426	-0.0581066305	-0.0313510511	-0.1357404812	0.0955812949	0.0949781404	0.0939757006	0.0925781899	0.0907914833	0.0	0.0815755339243935	-0.0502232507155753	0.0025223749124395	0.0066545677350498	0.2559387988365529	-0.2512439366938537	0.0655046687498975	0.0631235157254251	0.0136829160757372	0.2891317580795771	0.083597173530187	0.0001872221923356	0.0143744501435961	-0.013045224844567	0.0002066248169307	0.0001701778912453	0.0022598265877313	-0.0010902507970566	1.1886468004827693e-06	5.106816206617292e-06	0.0009338152435018	-0.0032185655940724	8.720109089963262e-07	1.035916448334662e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5571.130531930259	83.09035897943431	6904.00775533126	31037495.40380553	3793.414042354969	33.515478841373806	14389990.096735865	1123.2873219665753	3622.95212754582	19.232232546955856	369.87876874018815	13125782.118488785	3558.2970780840465	6532.663133097816	3.133264	97.550148	1.1713306577229103	0.7288881394875648	0.0161646869	-0.0868400942	0.0439145205	0.0986132563	0.0566213821	-0.1201768208	-0.0166533665	0.0952143402	-0.0108461801	-0.0718665944	0.0304001491	-0.0294468542	-0.0103603424	-0.0460443299	0.023407674	-0.1136437954	-0.1496612899	-0.2368304241	0.1590106302	0.1366756924	-0.094667659	-0.0474142097	-0.0768723554	-0.0920833357	-0.0102811353	0.0656507488	-0.1753493556	0.1288969022	0.0603887061	0.0253985314	0.2876974706	0.3521768757	0.3115182442	-0.2217737434	0.0328588342	0.0420613344	0.1772127492	0.0264052885	-0.1032471706	-0.061274162	0.0995237663	-0.0252327922	-0.0279998139	0.0106437645	-0.0260345625	0.0091048495	0.1268454288	0.1390316204	0.0520039881	0.1382551347	0.1112014236	-0.0171317314	0.0327650494	0.0799771647	0.0570916561	-0.0821679161	-0.0422692764	0.1012771016	0.0325613192	0.0560113214	0.0451961055	0.0158815867	-0.0682633909	-0.0074029776	0.0085054177	0.0045637486	-0.0465361621	-0.0955188619	-0.0045653974	-0.0363176498	-0.0172547582	0.0858036136	-0.1259463088	0.0967085908	0.0059455083	-0.0182025661	0.0118469949	-0.0253013803	-0.0945021722	0.0155755432	0.0852022737	0.0340914398	0.1150206446	-0.016550853	0.076437109	0.0332266903	0.0221714505	-0.0712185153	0.0537139974	-0.0707667164	-0.2573141539	-0.1071621934	0.14349984	-0.3505840828	0.3251877262	-0.0737807405	-0.1107436218	0.1287026136	-0.2221892992	0.1028612477	0.0691006609	0.0117061782	0.0506833789	0.0653262409	0.1110470021	0.0088637078	-0.1434265701	-0.0371823791	-0.1007565895	0.0214098602	-0.0970847575	0.1354909581	-0.0112495682	0.1208366024	0.1640588928	0.1424842917	0.0657221919	0.0406146097	0.2024435079	-0.02290223	-0.026824237	0.058930436	-0.1213723106	-0.0859017029	-0.0269117368	-0.0101845513	0.013027872	-0.0641722186	0.0468641202	0.0520665475	0.0415401008	-0.0878058102	-0.028947366	-0.0617648001	-0.0155429494	0.0838443476	-0.0702738936	-0.0292156529	0.0577877959	-0.0393296075	0.0633053129	-0.0393088132	-0.0814638239	-0.0748198797	-0.0918358866	0.1098581912	0.0997711025	-0.0037011093	0.07139929	0.0462651329	0.0342401248	0.0697388294	0.0594136507	-0.1059475321	0.1825539563	0.3538627183	0.0823181131	0.1933544724	0.0671719582	0.0954819229	0.0945816942	0.0930875949	0.0910090062	0.0883589795	0.0	0.0429301200824028	-0.0386454138419906	0.0014934680110187	0.0018429952102895	0.1318357043143834	-0.1241030945221695	0.0173806529320695	0.0154015780699785	0.1365778119113372	0.1228948958356	0.0151031554224429	0.0186534987064886	0.0014372691792887	-0.0129371809643074	2.065742693733213e-06	0.0001673706513032	-0.0011957813094516	-0.0034556078971829	1.1941225939072826e-05	1.429892940033783e-06	-0.0003871409654709	-0.0013209562089727	1.498781271457406e-07	1.7449253060235275e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
