trial_type.audcontrol	trial_type.audaffix	trial_type.audroot	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	non_steady_state_outlier07	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
-1.3116448518386632e-14	-2.3496007935428687e-10	-5.964636392010867e-06	1.0000000000000904	3.4235628792000188e-15	-7.413781143145691e-15	6.214433773273524e-15	9.11580022346153e-16	-7.132839953265266e-15	-8.731252962667823e-15	-4.4223165888282144e-15	0.0277077793127773	0.0079326165900724	-0.0033707811128317	-0.0004100311920633	-9.386405592486556e-05	-0.0006630189170074	-6.2263106445177156e-15	-3.807579694050161e-15	2.2657287727508776e-15	-2.405535526708536e-15	-5.937112257235073e-15	2.035805891429574e-15	-3.589907024210123e-16	-4.363330038274564e-15	7.91008693867007e-16	1
1.6572157662582597e-14	5.379233344239148e-10	1.3581998992822907e-05	4.4086226937558975e-15	1.000000000000086	3.602518616917087e-15	-1.8101169942124794e-14	-1.0739411652305443e-14	3.0940414475121814e-15	4.9320803310329986e-15	-5.375749790056438e-16	0.1146211020518433	-0.0695815063883328	0.183889095389788	-0.0007557757052584	-0.0009911715232211	0.0004521249924137	-7.384767253495022e-15	-3.649788906096369e-15	-8.707214395119307e-16	1.2136072577880548e-15	-5.429513441567801e-15	9.221730754798128e-16	-2.6124565164503603e-15	-1.1672607543813069e-15	-1.0056635746653486e-16	1
-5.136522467033548e-14	-1.175706344947505e-09	-2.9485424454040878e-05	-8.495406403715177e-15	4.252831841186291e-15	1.0000000000000944	1.1591521135514758e-15	-3.2227314976516454e-15	-6.161952775511968e-15	-1.7553410767550937e-15	-3.732325705613125e-15	0.1900611853517771	0.2083883212562813	-0.2482431706140058	0.0173797547262399	0.0006421353332171	0.0019660675495903	-5.878828164694805e-15	-3.669032690974825e-15	2.8401791373138668e-15	-2.809611409604397e-15	-3.280319404789164e-15	1.6929599395963898e-15	-4.1268211709711695e-16	-4.161967700993866e-15	6.098467301301238e-16	1
9.258854476543534e-14	2.3990201869269e-09	5.9350550646862986e-05	7.005714939040972e-15	-2.0158029912794744e-14	-5.62133080753915e-17	1.000000000000089	8.293251163496492e-16	5.2119160774578914e-15	-8.770389956098577e-15	4.96202658787634e-16	0.1344802629407834	0.0241178243668828	0.2613082019349013	0.0068780721256949	0.0015720565516651	0.001900121021981	-7.512143099490446e-15	-3.0256196155753657e-15	2.4332859952652683e-16	-6.206834257426644e-16	-4.526356391959733e-15	1.9491029487957343e-15	-1.8760090719627878e-15	-2.191670925074518e-15	-1.3150487379566376e-16	1
-1.8340792088853457e-13	-4.349408051223842e-09	-9.778638860370098e-05	2.0166254367214726e-16	-9.38993296908382e-15	-3.417166097042019e-15	1.5934212758894213e-15	1.0000000000001024	-1.2313538589550885e-15	-1.381908750961773e-14	-2.413292119405738e-15	0.1514783683967529	-0.072880088671582	0.3692723597391179	0.0030312680153962	0.0020672985543399	0.0021708773450601	-6.9845968659024534e-15	-4.336243738589661e-15	1.820397189778627e-15	-2.1445724061934456e-15	-4.0732997784838916e-15	2.0482830649682843e-15	-1.410330800341555e-15	-3.5737757084550895e-15	6.937777501470182e-16	1
2.581436536935921e-13	6.015305842030886e-09	0.0001091929362706	-7.39077062760523e-15	3.0460333705798776e-15	-5.319643567051135e-15	4.622393768166271e-15	-4.399072009982635e-16	1.0000000000000928	-7.366634461800907e-15	-3.8849818840041735e-15	0.1785987327410096	0.0241801655586888	0.0802611525965373	0.0065940682916298	0.0021796303188322	0.0032148595930205	-6.1625440464828015e-15	-4.148180508402418e-15	2.0178036137908864e-15	-2.4239199523072806e-15	-4.011845427521011e-15	1.838153915594602e-15	-7.986466168254836e-16	-4.299734299114474e-15	9.39723801647474e-16	1
-1.2670807319556754e-13	-1.1082175548661286e-09	-0.0003135868919461	-1.0369338914976226e-14	7.0471406437153805e-15	-3.0612697028780985e-15	-8.577608451216043e-15	-1.3902204857818068e-14	-7.0157951368574505e-15	1.0000000000001137	-2.081673130395504e-15	0.17671543421362	0.1471951495160947	-0.0784817881176953	0.0086661369331316	0.0021461967158653	0.0032652701744293	-6.8377542322774016e-15	-2.995606505035724e-15	7.947561161033912e-16	-1.2868682091002393e-15	-3.779922096959456e-15	1.680956324132248e-15	-2.2520874979085104e-15	-2.4198725688272525e-15	-3.1704071485905194e-16	1
-1.198960034386855e-12	-3.624350423625496e-08	0.0218099962717701	-3.951037067446022e-15	1.8308844678143463e-16	-2.839868162547009e-15	9.846865279220077e-17	-2.4533115199616647e-15	-4.4428737434788266e-15	-2.4148050281197934e-15	1.0000000000000957	0.0801970530743134	0.503012771857358	-1.4394919830042894	0.0176081279997271	-0.0027896292182205	0.0043844195139922	-4.027055445087467e-15	-2.901102194291999e-15	1.5806878871365882e-15	-1.6754676852701202e-15	-6.408756546488187e-15	8.884430022579561e-16	1.3340991490166863e-16	-3.4841701002895245e-15	2.908175086573061e-16	1
7.106070478029532e-12	1.9760547777485853e-07	0.2633463207777907	-5.3543285378540465e-15	-5.257205529747725e-15	-5.167757096290312e-15	-5.348854889571133e-15	-5.917084782086232e-15	-6.050903834952977e-15	-5.5074445991305895e-15	-6.174800625199875e-15	0.1119584214984594	0.8153200890725602	-2.8269038173097045	0.0234522907420282	-0.0027710305625184	0.0043381070813556	0.0359262189999974	0.0710901172000026	-0.0977066326000071	-0.0873474851000105	0.0973557788999915	0.097347685500009	0.0973341970000106	0.0973153142000048	0.0972910381000096	1
-2.8906686776659406e-11	-7.817640384552912e-07	0.6745824132350914	-4.616110601258616e-15	-4.531480472366873e-15	-4.580237131947567e-15	-4.901190116934542e-15	-5.285071028665599e-15	-5.2799145357936716e-15	-4.962185456960673e-15	-5.096707511603705e-15	0.1733871592749155	0.961140848045072	-2.918635598679564	0.026690432566397	-0.0030901179520361	0.0042680195594892	0.0096086468999904	0.0186449120999963	-0.0764531419000059	0.0390725123000015	0.097334196999998	0.0972613701000101	0.0971400322000099	0.0969702439000038	0.096752089800009	1
1.0169476162580188e-10	2.7136329597856755e-06	0.9758371116423258	-3.288021391837999e-15	-2.953157002537481e-15	-3.2460657189248487e-15	-3.532799107062823e-15	-3.840434096831066e-15	-3.837002615980454e-15	-3.7291535169722055e-15	-3.676578909343392e-15	0.2071396693129983	1.171972477156435	-2.9501552860154177	0.027419590694525	-0.0031582554387681	0.0044036490792322	0.0113028789999902	0.0592992335000036	-0.0107691129000011	0.0185669764000004	0.0972910381000018	0.0970888158000119	0.0967520898000121	0.0962813268000024	0.0956771788000072	1
