global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	t_comp_cor_08	t_comp_cor_09	t_comp_cor_10	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79
5649.6638693807845	n/a	31918701.836986657	n/a	4082.542072095369	n/a	16667149.770428749	n/a	4089.953470910288	n/a	n/a	16727719.394211112	3972.806194445625	6097.977357254667	n/a	n/a	n/a	n/a	-0.0103366507	0.0215224336	-0.0296567295	0.0678253519	-0.0069475686	0.0366393526	-0.0230896085	0.0060300005	-0.0135193084	0.0381740755	-0.0765148067	0.0432137809	-0.0126900723	0.0121700946	0.007503268	-0.0158777511	0.0150080532	-0.02881206	0.0285990176	-0.0315021083	0.0309546322	-0.047995272	0.0152184329	-0.0386244757	0.0244065111	-0.0276152048	-0.0110580321	0.011949917	-0.0443164374	0.0011082272	-0.0291491974	0.0230735717	-0.0111871999	0.0253826653	-0.0170434648	0.1003411889	-0.0114219452	0.0021448199	-0.0227491208	0.1016483668	-0.0329735345	0.0355507536	-0.0304263222	-0.0122546484	0.0315369455	-0.0047129653	0.035589551	-0.0044905765	0.0237072433	-0.0040460018	0.0005835894	-0.0244086375	0.0037984534	-0.0026998669	0.0536983168	-0.0531120744	-0.0378753371	0.0996606672	-0.0511372699	0.0027448437	-0.0932422771	0.0193068441	-0.0343182097	0.0530850686	-0.0153159222	0.0019861908	-0.0245213486	0.0480480471	0.0191433848	-0.0236520295	0.0043996602	-0.0412165344	0.081974069	-0.0211699113	0.0327622095	-0.0406431427	0.0457325883	-0.0778325186	0.0032325106	-0.0461476395	0.0392465998	-0.0125173706	0.0531071099	-0.067427953	0.0087628944	-0.0337499372	0.0478028424	-0.0628723078	0.0045798954	0.0955612383	0.0955538639	0.0955415737	0.0955243683	0.0955022485	0.1957998782366843	n/a	0.0383375923175004	n/a	0.0526578171143938	n/a	0.0027728457032529	n/a	-0.052279110130442	n/a	n/a	0.0027331053560308	0.0038291556933061	n/a	n/a	1.466243332357852e-05	-0.0025658162812249	n/a	6.583413188998775e-06	n/a	0.0008869172892412	n/a	n/a	7.866222779549584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5638.647615161187	-11.016254219597611	31794346.92796294	121.3578570308022	4101.7895109133615	19.247438817992588	16824677.19183887	370.46390105236793	4085.4507778505736	-4.502693059714602	20.274244790002044	16690908.058239857	3971.5037557349	6106.878234346918	1.048251	49.937214	0.1488061456621142	0.0810190414656482	-0.0057827108	0.0596565905	-0.0436663821	0.1165763942	0.005961863	0.0420732318	0.0089950914	-0.0531577912	-0.0797142388	0.0667853667	0.019047485	0.0706901836	0.0191276035	-0.0630891701	-0.0383031933	-0.0421133762	-0.0828672936	0.0656371198	0.0716247015	0.0016637029	0.0099269092	-0.0617994989	0.0260447176	-0.04145199	0.0219854362	-0.0213685636	0.0029778212	0.0135932081	-0.0449477794	0.0231316229	0.0197879173	-0.0106136674	-0.0206393956	0.0195431417	-0.0504422084	0.0862938468	-0.0588082234	0.0905271232	-0.0708053018	0.0718761292	0.0402686089	0.0757199346	0.0174436332	-0.0189902102	0.0351185535	-0.0101053473	0.0251354883	-0.0332522813	0.0265172495	0.0079603993	0.0575313643	0.0188452408	0.0015291063	0.0469734887	0.0400840441	-0.0570815684	-0.0063830561	0.0588007221	0.0225934582	-0.1773274964	-0.1029145605	0.1216072488	0.0250964918	0.0298668474	-0.0591107326	-0.0063465392	-0.0313127324	0.0502975315	0.0290733889	-0.0332360955	0.0043745753	-0.0398560645	0.096694936	-0.0454174128	0.0561469024	-0.0334134243	0.0630655105	-0.0768171348	0.1127472367	-0.0210426159	0.0277584672	-0.0201612807	0.0204438617	-0.0715234683	0.021058765	-0.0164475722	0.0001642934	-0.0932333015	-0.03617591	0.0955415737	0.0954752155	0.0953646527	0.0952099364	0.0950111383	0.1931438753951226	-0.0026560028415617	0.0373045566026466	7.054351094383824e-06	-0.0004764494204465	-0.0531342665348403	2.270040502438057e-07	0.0028232502801954	0.0061521060705302	0.0584312162009722	0.0034142070267247	3.784840910305453e-05	0.0039438191045262	0.00011466341122	1.3147697872629693e-08	1.5553709129225834e-05	-0.0021190208342798	0.0004467954469451	4.490249296111859e-06	1.9962617141087178e-07	0.0007566829457116	-0.0001302343435295	1.6960984234585854e-08	5.725690803307843e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5613.6180742133765	-25.029540947810347	31512707.8831351	626.4779200581148	4021.569261938109	-80.22024897525262	16173019.328565426	6435.288345651518	4079.1161246730585	-6.334653177515065	40.127830879401714	16639188.35856775	3957.6663913115513	5880.235955320128	0.929365	44.273663	0.1895852711298493	0.087725634297875	-0.04552712	0.0174109914	-0.0491311279	0.0593483705	0.0138849931	0.0181215702	-0.0099390175	-0.0706627331	-0.014280618	0.0897723876	-0.0318948986	-0.0158260917	0.0076627142	0.0182073948	0.0108276541	0.0160799793	-0.0575665502	-0.0511441027	-0.0044643964	-0.0819921487	-0.0169431559	-0.1005781578	0.0450808092	-0.0525704196	0.0280154033	-0.0044503203	0.0081241346	0.0285663721	-0.0593458307	-0.0004657625	0.0196955714	-0.0033491085	-0.0153188632	0.0582042851	-0.0150166827	0.0269425793	-0.0887885251	0.1371259031	-0.0301328749	0.052081369	0.0042087351	0.0711017876	-0.0376498129	-0.0420328315	0.0386819446	-0.0097185578	0.0347134831	-0.0324223356	0.0596563946	0.0033346084	0.023263902	0.0195653068	0.0042507222	0.0165404637	0.0334736071	0.0059760066	0.0892898942	0.0177995601	0.0031082538	-0.0433659831	-0.0303787597	0.0253952079	0.0162890353	0.0999022121	-0.0004322372	0.0041361345	-0.0379989818	0.0663864314	0.0262448264	-0.0265730628	0.013513242	-0.0264906359	0.0801664268	-0.0151602002	0.0568136081	-0.0492953101	0.0673662317	-0.0613035656	0.0470503174	-0.0484802666	0.0302586521	-0.0116117643	0.032325303	-0.0711961858	0.0082994683	-0.0517517832	-0.0094543399	-0.0400226032	-0.0477991562	0.0955022485	0.0953179834	0.0950111383	0.0945821078	0.0940314435	0.1960905861459565	0.0029467107508339	0.0384515179750647	8.68310424908017e-06	0.0658213594481225	0.066297808868569	0.0043324513595989	0.0043953994607733	-0.0236186672594413	-0.0297707733299715	0.0008862989446645	0.0005578414431122	0.0030549895636349	-0.0008888295408912	7.900179527610382e-07	9.332961233918155e-06	-0.0026479540242632	-0.0005289331899834	7.011660514611676e-06	2.7977031946601573e-07	0.0003630461129768	-0.0003936368327348	1.5494995608548494e-07	1.3180248014756346e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5646.305872177293	32.68779796391664	31880770.002183784	1068.4921357298326	4029.1588519677184	7.589590029609553	16234121.054389823	57.60187681754874	4087.079623198624	7.963498525565683	63.41730876668681	16704219.846365407	3963.901155861572	5992.473566361416	0.859857	40.962391	0.1185525760881383	0.0540706076292054	-0.0373827262	0.0178940295	-0.0337549968	0.0828311743	0.0072102229	0.0073605294	-0.0268181921	-0.1043061164	-0.0510203767	0.0027254631	0.0682760242	-0.0166226196	0.0493159708	0.0309311705	0.0123193267	0.0039482986	-0.0487410122	-0.103214186	-0.0994471727	-0.0368386191	0.0006087998	0.0340867798	0.0295167413	-0.0728206074	0.0035888708	0.0009475081	-0.0332494489	0.0356144684	-0.0670459699	-0.0186054163	-0.0135164237	0.018312924	0.0399477612	0.0242206083	0.003317705	0.0516932766	-0.0486130226	0.1450577415	-0.0457985006	0.0484181715	0.0117284975	0.0982916728	-0.0575874676	-0.0257897442	0.0679905039	-0.0132269616	0.0003862362	-0.0212708562	0.0729984194	-0.0239119117	-0.0076180311	0.0041314335	0.0158747572	-0.0517779129	0.0210536716	-0.0266766156	0.1242991625	-0.0329695315	-0.0140144733	-0.0682181538	-0.0992982712	-0.0086845757	0.047144409	0.0393281778	-0.1038539366	0.0030936309	-0.0480385212	0.0626799572	0.0338427429	-0.0250412252	0.0079880917	-0.0270951858	0.0790865734	-0.0202496804	0.0738236406	-0.041868402	0.0884501315	-0.0399779825	0.0828010472	-0.0318373362	0.0499765228	-0.0289276687	0.0198487188	-0.0675353363	-0.0086677856	-0.0317344328	-0.0072796816	-0.0399768734	-0.0475353595	0.0954432708	0.0950822971	0.0944816852	0.0936429488	0.0925682019	0.2025963412927751	0.0065057551468185	0.0410452775052186	4.232485003035654e-05	0.0490836046829912	-0.0167377547651312	0.0024092002486761	0.0002801524345776	0.0020368300756672	0.0256554973351085	0.0006582045435117	4.148676757142451e-06	0.0024401502058963	-0.0006148393577386	3.780274358244146e-07	5.954333027335755e-06	-0.0021167593302142	0.000531194694049	4.480670062048868e-06	2.821678029858109e-07	0.0006100834380108	0.000247037325034	6.102743995995416e-08	3.722018013350777e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5646.610969472729	0.3050972954360986	31884215.440569755	0.093084359682422	4053.455364370705	24.296512402986536	16430500.390945643	590.3205149484786	4089.4862553410426	2.4066321424184025	5.79187826892139	16723897.832623305	3973.11293804614	6010.454502990427	0.9001479999999998	42.881802	0.1511318050238663	0.0638535170650297	-0.0393180096	-0.0199025048	-0.0445509213	0.0327307828	0.0139134505	-0.0276248023	-0.0249095792	-0.0469063527	0.0352075782	0.0199100705	-0.0271425292	0.0104243318	-0.0008837014	-0.0042836969	-0.0170667196	-0.0435578068	-0.0153957049	-0.038346876	0.0019200625	0.0158518169	0.0408686804	-0.0074503015	0.0155357866	-0.0424346068	0.016389147	-0.0157196349	-0.0100298208	0.0115771096	-0.0417481672	-0.0455314701	0.0030825193	0.0450016124	-0.0481901703	0.0192556683	-0.0209002975	0.0534822041	-0.044286184	0.0287350893	-0.0215551255	0.098281039	0.0134569572	-0.0033499067	-0.0298268672	-0.0123977461	0.0368636578	0.0031791098	0.0218788295	-0.0251982386	0.0460121698	-0.0098542932	-0.0457833937	-0.011528336	-0.009898049	0.0125691565	-0.0001220449	-0.0325748354	-0.0019285613	0.0092115616	-0.058165464	-0.0569992895	-0.0230454465	0.0221053985	-0.019033475	0.0617225667	0.0640271111	0.0098721241	-0.0438010693	0.0691025778	0.0305215816	-0.0204318639	0.0124270154	-0.0144455374	0.0487122223	0.0192025847	0.0675403696	-0.0531636985	0.0817660663	-0.0377384766	-0.0110899066	-0.0449823008	0.0512959824	-0.0135232486	0.0220962221	-0.0600322905	0.0045960523	-0.0278447162	-0.0170097993	-0.0043944261	-0.0365140889	0.0953646527	0.0947683504	0.0937772737	0.092395551	0.0906289382	0.1775122654467793	-0.0250840758459957	0.0315106043840478	0.0006292108610476	0.0576972480156143	0.0086136433326231	0.0033289724285753	7.419485146164238e-05	-0.0397847960224453	-0.0418216260981125	0.0017490484094903	0.0015828299945475	0.0018878827589248	-0.0005522674469714	3.049993329844185e-07	3.5641013114455144e-06	-0.00274274717007	-0.0006259878398558	7.522662038926993e-06	3.918607756473308e-07	0.0002760895298954	-0.0003339939081154	1.1155193065819828e-07	7.622542851786297e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5646.112387120393	-0.498582352336598	31878585.087994337	0.2485843620614955	4028.99215858861	-24.46320578209497	16232777.813968508	598.448437137125	4092.178504467635	2.692249126592287	7.248205359636933	16745924.912426967	3969.305252546284	6003.92200036686	0.877309	41.793793	0.1389464160081568	0.0650449957069013	-0.0354847974	-0.020184174	-0.0421056559	0.0229805586	-0.0078018844	-0.0305556014	-0.0438079526	-0.0136045671	-0.0311595392	0.0428469487	0.0316989998	-0.0145186481	0.0166612391	0.0311201455	0.0032291568	0.0400371958	-0.0267397932	-0.0399958545	-0.0295326049	0.0034480981	0.030127242	0.0127854215	0.0087611682	-0.0607519546	-0.012861712	-0.0167411871	-0.0041700968	0.0051225958	-0.0367155374	-0.0056596722	-0.0022498683	0.0081946282	-0.0122740472	-0.0104811267	-0.039862674	0.0415992251	-0.0253011571	0.0554202455	-0.0067691	0.0734409644	-0.0068067273	0.0235350073	0.0126714609	-0.0067804596	0.0554327773	0.0241511673	0.0121922775	-0.005240882	0.0325431496	0.0019170238	0.0027662289	0.0116137074	-0.0072388598	3.91369e-05	0.022375623	-0.0062006921	0.0144769183	0.0478408165	0.0055634896	0.0478393045	-0.0591328446	-0.0332828705	0.0197783099	0.0943773368	-0.0731983624	0.0075014944	-0.0439314156	0.0621156239	0.0272578498	-0.0116109662	0.007913523	-0.0020529871	0.0398397606	0.0292715264	0.0784109778	-0.0425619876	0.0542576927	0.0086856627	0.0143934245	-0.0400701131	0.0280391868	-0.0048363581	0.0049819198	-0.0304366997	-0.0192764828	0.0101470724	0.0126950489	-0.0475165802	0.0212776925	0.0952664105	0.0943764019	0.0928992083	0.0908440203	0.0882236248	0.1423134457029533	-0.035198819743826	0.0202531168278474	0.0012389569113583	0.0407557155055968	-0.0169415325100175	0.0016610283463731	0.0002870155237879	-0.0474917334073836	-0.0077069373849383	5.939688385535961e-05	0.0022554647420379	0.0011377579825532	-0.0007501247763716	5.62687180126543e-07	1.2944932268635277e-06	-0.0023911187297709	0.000351628440299	5.717448779861204e-06	1.236425600271776e-07	-0.0002041397808214	-0.0004802293107168	2.3062019087153286e-07	4.1673050113809234e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5639.620105064893	-6.492282055499345	31805314.92945216	42.1497262881588	4072.508414763257	43.51625617464697	16585324.788317535	1893.6645514575005	4097.351579763545	5.173075295909712	26.76070801715135	16788289.968190815	3982.984960729324	5956.337745942346	0.958486	45.660931	0.260696588012037	0.1993520270210426	-0.0337887673	-0.0432510047	-0.0376265268	-0.049362741	0.0422988649	-0.0482887112	-0.0266720827	-0.0188285384	0.0749007307	-0.0145604234	-0.0024347359	0.0172659846	-0.0030303904	-0.0519090986	-0.0351695119	-0.0373497361	-0.0095766011	0.0161387898	0.0903281659	0.0676639298	0.031846076	0.0108332501	-0.0101942277	0.0008994083	0.0248051966	0.0009245134	-0.0018830349	0.0074108528	-0.0353750514	-0.0299607198	0.0207825909	0.019854533	-0.0090136617	0.0094725476	-0.0482304411	0.0238657147	-0.0242521499	-0.0304551238	-0.0398032454	0.0012423413	0.0419009958	-0.0019051483	-0.0147204362	0.0107305532	-0.0114490286	-0.000161896	0.0088451698	-0.0158489784	0.039020188	0.0276901873	0.0028268841	-0.0149626319	-0.040019576	-0.0103987858	-0.0569173395	-0.0564570384	-0.0372023867	0.0223235163	0.0050913002	-0.0410901271	0.0527492537	0.0636179794	-0.052285324	-0.0017022664	0.0259629376	0.0247145689	-0.0093408976	0.0538525661	0.0114600148	0.0017802494	0.0185757475	-0.00712235	0.0334241369	0.031354819	0.0256354708	-0.0415127829	0.0462544732	0.0578996693	-0.070392709	-0.0648044313	0.0189268147	0.0121555847	0.0376590026	0.01299887	-0.0014948255	-0.0125858993	0.0309411674	0.0189675076	0.0431058363	0.0951485642	0.0939067741	0.091849115	0.0889934638	0.0853646308	0.1422574554920288	-5.599021092447809e-05	0.0202371836430665	3.134903719367545e-09	0.0271076573016415	-0.0136480582039552	0.0007348250843832	0.0001862694927385	-0.2325407988276708	-0.1850490654202872	0.0342431566129217	0.0540752231194112	0.0020508461049391	0.0009130881223859	8.337299192422088e-07	4.205969746143879e-06	-0.0021216524303639	0.000269466299407	4.501409035269043e-06	7.261208651610318e-08	-0.0001478247190769	5.631506174449998e-05	3.171386179286845e-09	2.185214757016441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5642.960572590842	3.340467525948952	31843004.023814768	11.158723291919516	4013.6888057163774	-58.81960904687958	16109697.82913296	3459.7464084277576	4091.8960544381375	-5.455525325407052	29.762756576157724	16743613.320326395	3970.371491375828	5930.897419409777	0.793068	37.78067	0.1929991541427947	0.1040710385437991	-0.0295299523	-0.0492875344	-0.0140060814	-0.0910221035	0.0270481158	-0.0347484837	-0.04533506	0.0697379247	0.0759428974	0.0594172891	-0.0086079138	-0.036947267	-0.042959137	0.0285969025	0.0016356011	0.0602235267	0.0304954373	0.000129268	0.0156336738	0.0469413268	0.0465936413	0.0455150125	0.0027373078	-0.0183022419	-0.0053033689	-0.0246398039	0.0153700917	-0.0111983937	-0.0429843465	-0.0392623386	0.0003694673	-0.0031927062	0.0019881014	-0.02780485	-0.0096544713	-0.0108561121	0.0265514484	-0.0554206168	0.0030262137	-0.0321537802	0.024151816	-0.0068859083	-0.0174681306	-0.0015759565	-0.0018353878	0.0511699513	0.0332078097	-0.0013201174	0.0270040109	0.0280532739	-0.022551743	-0.001953646	-0.0431514237	0.0056457395	-0.0148433691	0.0118750001	0.0019198229	0.0145989407	0.0344405069	0.0933146863	0.0492181169	-0.0184462285	-0.0426762822	0.0515030146	-7.26275e-05	0.0249748256	-0.0050700049	0.0424980113	0.0079359171	0.0116020667	0.0329106127	0.0094319011	0.0107619196	0.0490850505	0.0223823749	-0.0221325226	0.0282216777	0.0671293848	-0.1037959212	-0.0402920892	-0.0290187208	0.0347158652	0.009670766	0.0288662507	0.0153389958	0.0055972493	0.0309801176	-0.0116082147	0.0914541995	0.0950111383	0.0933598536	0.0906289382	0.0868499729	0.0820666583	0.1127818644596772	-0.0294755910323516	0.0127197489510009	0.0008688104667064	0.0236950028526763	-0.0034126544489651	0.0005614531601883	1.164621038804197e-05	-0.2170495441913829	0.0154912546362879	0.0002399789702063	0.047110504633687	0.0005439840790956	-0.0015068620258435	2.2706331649291773e-06	2.9591867830948804e-07	-0.0017503199486725	0.0003713324816913	3.063619922720903e-06	1.3788781195909384e-07	-0.0011620232920458	-0.0010141985729689	1.028598745412153e-06	1.3502981312569586e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
