global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107	motion_outlier108	motion_outlier109	motion_outlier110	motion_outlier111	motion_outlier112	motion_outlier113	motion_outlier114	motion_outlier115	motion_outlier116	motion_outlier117	motion_outlier118	motion_outlier119	motion_outlier120	motion_outlier121	motion_outlier122	motion_outlier123	motion_outlier124	motion_outlier125	motion_outlier126	motion_outlier127	motion_outlier128	motion_outlier129	motion_outlier130	motion_outlier131	motion_outlier132	motion_outlier133	motion_outlier134	motion_outlier135	motion_outlier136
5296.953563994019	n/a	n/a	28057717.05910893	4171.366384222152	n/a	n/a	17400297.511418592	3494.2792589268865	n/a	n/a	12209987.53936663	3576.7828198023967	6549.733416449163	n/a	n/a	n/a	n/a	-0.0923044184	0.0077550983	-0.0392945817	0.0016931589	-0.0586467171	0.0285108011	-0.0563873565	-0.0330916855	0.0199609599	-0.0103582747	0.0536765341	0.0731081487	-0.0721526781	0.0182010139	-0.02499297	0.0474546613	-0.0722400245	0.0599921429	0.0546336264	-0.0403398315	0.0066923461	-0.0875681016	0.0040456654	-0.0280215789	-0.0162466613	0.0179258973	-0.0504641665	-0.076469201	0.053323585	-0.0573761302	0.0387795807	-0.0194890226	0.044500205	-0.0140590113	0.0431410418	-0.0571354319	0.038573356	-0.1206934174	0.0293585927	-0.0164374663	-0.0284987374	0.0409680008	-0.057533163	0.1193622461	-0.0426587125	0.0225439781	-0.0503864408	0.0396648737	-0.0072574188	-0.0032818327	0.1200379093	-0.065547773	0.0306654553	-0.1377384615	0.0931884965	-0.1065252081	0.0556035785	-0.1148571059	0.150733891	-0.0800735938	0.0783782791	0.0955612383	0.0955538639	0.0955415737	0.0955243683	0.0955022485	0.2737645992581718	n/a	0.0749470558069874	n/a	0.2070271047135179	n/a	n/a	0.0428602220860619	-0.6291548650743408	n/a	n/a	0.395835844246712	0.0242651552562566	n/a	n/a	0.0005887977596102	-0.0122192611263463	n/a	0.0001493103424738	n/a	0.0034103677646477	n/a	n/a	1.163060829014815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5322.332869008467	25.37930501444862	644.1091230164168	28327227.1685279	4192.265023657616	20.898639435464247	436.75313025354137	17575086.028582994	3494.8786479079336	0.5993889810470137	0.3592671506005773	12214176.763602786	3586.117563712148	6605.25604976148	1.251008	77.26718099999998	0.4369830993506353	0.258898072617036	-0.0953629044	0.0223459005	-0.0118473812	0.0086027909	-0.0765941321	0.0618605666	0.0565138844	-0.0571279878	0.0419111084	0.0223760267	0.0950101282	0.0332432472	-0.0678286176	0.0201559845	-0.0475914311	0.0794007318	-0.03060579	0.0235309883	0.0789187435	-0.0336512653	0.0489421723	-0.0328580135	-0.031430328	-0.0754264569	-0.024016848	0.0029445758	-0.1113984591	-0.0294372377	0.0146756179	-0.0690082221	0.0562332029	0.012349523	-0.0136260056	0.0651026267	0.0185807189	0.0655858554	0.0340558933	-0.115661595	0.029095154	0.0186250005	0.0248393563	0.0611066926	-0.0483478266	0.1174164539	-0.0264670673	0.0479605039	-0.0616790779	-0.0522620156	0.0490233385	-0.077538397	0.1169982591	0.0263840269	-0.052634891	-0.0500195069	0.0332937927	-0.1093788978	0.0896596594	-0.0922203216	0.1322294439	-0.0689009377	-0.0715310249	0.0955415737	0.0954752155	0.0953646527	0.0952099364	0.0950111383	0.2407628585385879	-0.0330017407195839	0.057966754051672	0.0010891148905226	0.1441155631837176	-0.0629115415298003	0.0039578620576557	0.0207692955517601	-0.861818180383267	-0.2326633153089261	0.0541322182905407	0.7427305760391253	0.0242179464142331	-4.720884202349951e-05	2.228674765199733e-09	0.0005865089285226	-0.0110025428989553	0.001216718227391	0.0001210559502433	1.4804032448654982e-06	0.0025061647982157	-0.0009042029664319	8.175830045044281e-07	6.280861995815541e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5339.521164655283	17.188295646816186	295.43750724236025	28510486.267801717	4138.55631583464	-53.70870782297607	2884.6252960138104	17127648.379334792	3506.100329923539	11.221682015605438	125.92614725936254	12292739.523489948	3594.7252247462948	6574.642507942093	0.9568	59.095695	0.3401291433786905	0.1603964378176386	-0.0819956473	0.0659285364	0.0383407242	0.0055284812	-0.0722233176	0.0502035466	0.0593987756	-0.0679514457	-0.0170483467	0.0090622751	0.0663220964	0.0735975726	-0.1071737877	0.043557194	-0.0368300452	0.0654251313	-0.0378717136	0.0331265	0.1028205621	-0.0148513527	-0.0009735141	-0.0622180667	0.0038057317	-0.0521800382	-0.0436000947	0.0001219041	-0.1026006063	-0.0521209647	-0.0181826038	-0.0854714651	0.0627336055	0.0278494699	0.0353422056	0.0268227973	0.0226006317	-0.027934962	0.0053811363	-0.111337877	0.0438888048	0.0370855174	0.0405076623	0.0629573303	-0.0479482289	0.143108272	-0.0484726089	0.0751316816	-0.031341487	-0.0174543923	0.0368869968	-0.0688245806	0.1452842321	-0.0465389238	-0.0156630532	-0.023361297	0.0366370098	-0.1176910227	0.0888529408	-0.046425958	0.0866071786	-0.0802795795	0.0329415338	0.0955022485	0.0953179834	0.0950111383	0.0945821078	0.0940314435	0.2546019512145108	0.0138390926759228	0.0648221535622361	0.0001915204860927	0.1702305660577536	0.026115002874036	0.0006819933751109	0.0289784456203432	-0.9931316554154536	-0.1313134750321866	0.0172432287250286	0.9863104849882391	0.0221831070093668	-0.0020348394048663	4.140571403596639e-06	0.000492090236589	-0.0100680811974644	0.0009344617014908	0.0001013662589987	8.732186715532667e-07	0.0029140951477894	0.0004079303495736	1.664071701033209e-07	8.491950530369725e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5219.072583579916	-120.44858107536766	14507.860683069415	27238718.632675536	3949.6615325711296	-188.8947832635108	35681.23914416873	15599826.221872125	3453.566100957813	-52.534228965726015	2759.8452130233263	11927118.813684952	3527.5356507851247	6343.86105623164	1.575064	97.282127	1.1825049152163034	0.7963040759051729	-0.0613514277	0.0038274855	-0.0726423604	-0.0170919399	-0.0769012505	0.0602910318	-0.04483663	0.0795339574	-0.0548122839	-0.0129537827	-0.0703874779	-0.0233177246	-0.1691763579	-0.0731364132	-0.0924927094	0.0658125451	-0.0256823843	0.1404856686	0.1583795495	0.0565496817	-0.1628810289	-0.0407769458	-0.0439263128	-0.0236904523	0.0673720605	0.0892132575	-0.0653626064	-0.0124383988	0.091297121	-0.1642785678	0.0007035978	0.1164578741	0.0827404364	-0.1845209289	0.0188803819	0.0330140628	0.0600111347	-0.1353778031	0.0560589634	-0.0125702806	0.0179637373	0.1049357718	-0.0413379903	0.0842403391	0.0278447362	0.0061059925	-0.0561486275	-0.0292283399	0.0508865283	-0.070613438	0.0779042557	0.0432556318	0.0175243057	-0.1282327523	-0.0882462087	-0.1263171251	0.0188425498	-0.0004965671	-0.1342953887	0.042550423	-0.123310587	0.0954432708	0.0950822971	0.0944816852	0.0936429488	0.0925682019	0.2346378705214391	-0.0199640806930716	0.0550549302828356	0.0003985645179194	0.5085152898200676	0.3382847237623139	0.114436554330945	0.2585877999807873	-1.0681142009638762	-0.0749825455484226	0.0056223821369212	1.1408679463006997	0.0351785021881746	0.0129953951788078	0.0001688802958533	0.0012375270162034	-0.0083039681577896	0.0017641130396748	6.895588716558358e-05	3.1120948167506665e-06	0.0031400582335567	0.0002259630857672	5.105931612948017e-08	9.859965710127222e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5251.141337135076	32.06875355516058	1028.4049545816245	27574485.34256876	4075.361614741332	125.70008217020222	15800.51065759559	16608572.290907076	3478.2986323313585	24.7325313735455	611.6981081434124	12098561.375678198	3544.0388090584	6676.486841240254	1.754328	108.354195	1.7802905678913736	1.128482151322816	-0.1163353828	0.0887779559	-0.0452851475	-0.0305323948	0.0514470853	0.0504117144	-0.0310757554	0.0700463904	-0.0300729032	0.0089283282	0.1009961669	0.0840736779	0.0976028644	-0.0061857447	-0.0804187416	0.0894769886	-0.064059597	0.0181717768	0.1306191093	0.0095729117	0.0122988743	-0.0002930115	0.0316299979	0.0079102521	0.0205116572	0.0514165022	-0.1009723142	-0.0777087204	-0.0013676929	-0.073822971	-0.0096233654	-0.0696147657	-0.014379718	-0.1311043303	-7.18124e-05	-0.0150441513	0.1257868813	-0.1665202614	0.0570888258	-0.0417325925	0.0337867694	0.1360820781	0.0092298462	0.0595524544	0.0572292785	-0.0556465195	-0.0764036966	-0.0340484254	0.0475561795	0.0238033919	-0.0208473779	-0.0039831561	0.0388933566	-0.0808031941	0.0311156879	0.0197393336	0.0003286423	0.0959273094	-0.1345969558	0.1161545811	0.0795617219	0.0953646527	0.0947683504	0.0937772737	0.092395551	0.0906289382	0.2134558107723876	-0.0211820597490515	0.0455633831524973	0.0004486796552123	0.9230578005593202	0.4145425107392526	0.1718454932100034	0.8520357031734097	-0.8084703230142765	0.2596438779495997	0.0674149433567066	0.6536242631948085	0.0560933443295066	0.0209148421413319	0.0004374306217968	0.0031464632780685	-0.0076651516024457	0.0006388165553438	5.875454908847589e-05	4.080865913814446e-07	0.0029952745411632	-0.0001447836923934	2.0962317583095523e-08	8.97166957694042e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5256.103165720581	4.961828585504918	24.61974291193373	27626620.48869792	4052.0183373850286	-23.343277356303133	544.9085977332946	16418852.606504532	3456.464512227829	-21.834120103529585	476.7288006953548	11947146.924290365	3544.095523319448	6737.695435685141	1.896782	117.152702	2.538691838630245	1.296923493003311	-0.1252739065	0.0783154407	-0.0115501139	-0.0044021522	6.46585e-05	0.0411646978	0.0444249723	-0.079141693	-0.1214657889	-0.1294500167	0.2150260558	0.0641281241	0.0860767791	-0.0555981238	-0.0859673534	0.0530257923	0.0328256645	-0.0271982609	0.108777353	-0.0539281879	0.1695916925	0.1638778846	0.102203544	0.0279884409	0.0656573713	-0.0231587605	-0.1620597794	-4.53578e-05	-0.1088013154	-0.0618604409	0.050013315	-0.1275919138	-0.2634530359	0.1628892694	0.0159208759	-0.0505372573	-0.0227169367	-0.1289080061	0.0447092361	0.0110547773	0.0391440011	0.0737770766	-0.017869764	0.0500389327	0.0164649367	-0.0028115521	0.0474366281	0.0265438613	0.0658275894	-0.1488136832	0.0719760086	0.0149220933	-0.0271500883	-0.0635291899	-0.0384047995	-0.0796147042	0.0306953189	0.0254890086	-0.1722507797	0.0823274023	-0.0674902119	0.0952664105	0.0943764019	0.0928992083	0.0908440203	0.0882236248	0.1853484911824807	-0.0281073195899068	0.0343540631836221	0.0007900214145291	0.0834882338708951	-0.8395695666884251	0.7048770573093899	0.0069702851948812	-1.4337657501652643	-0.6252954271509878	0.3909943712159363	2.0556842263469632	0.0372576633650546	-0.0188356809644519	0.0003547828773946	0.0013881334794237	-0.006040307714628	0.0016248438878177	3.648531728739453e-05	2.64011765977854e-06	0.0025414088894144	-0.0004538656517488	2.0599402983736326e-07	6.458759143194534e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5201.333453045404	-54.76971267517729	2999.721426521476	27053869.689769227	4053.056911820216	1.0385744351874564	1.078636857424944	16427270.330453629	3437.1484307484952	-19.31608147933366	373.1110037162569	11813989.334996844	3514.5864855789373	6447.4121080570985	2.017276	124.594902	2.100044038880847	1.4115393897662498	-0.0733196943	0.0850211632	-0.0738701959	-0.0342559155	0.0836179095	0.011834803	-0.0045136686	0.0810544504	-0.0254290399	0.517947687	-0.0127825692	-0.1181039412	-0.0566158268	-0.1074087747	-0.151575604	0.1917762918	0.3627687069	-0.0176449543	-0.0659446979	-0.0302362255	0.0267048434	0.090920914	-0.1968506963	-0.060995728	0.1100799058	0.0424122771	-0.2381395403	0.3475199734	0.0749534723	0.1273238186	-0.1224903901	-0.0643451245	0.1383312543	-0.0814938319	0.0349728928	0.3220650584	0.0251445898	-0.1069200964	0.0323271112	-0.0468093474	0.0316493311	0.0756466211	-0.033260786	0.0143813177	0.1114523948	-0.0405040562	-0.0295947777	0.0376380469	0.074542646	0.1561054843	-0.023105017	0.070240079	0.0229813173	0.0267707322	0.0081390579	0.0963190736	0.0501193022	0.0177184696	-0.0050395079	-0.1232308779	-0.0341396181	0.0951485642	0.0939067741	0.091849115	0.0889934638	0.0853646308	0.0674662950152225	-0.1178821961672582	0.004551700963081	0.0138962121732159	0.5979041579747673	0.5144159241038722	0.2646237429716407	0.3574893821235154	-0.1376867076010626	1.2960790425642017	1.6798208845741378	0.0189576294500205	0.0369045695482122	-0.0003530938168423	1.2467524349233293e-07	0.0013619472535388	-0.0030686682101281	0.0029716395044999	9.416724583850796e-06	8.830641344704412e-06	0.0026500130889824	0.000108604199568	1.1794872163806002e-08	7.022569371778042e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5350.316137467258	148.98268442185417	22195.84025754179	28625882.77084256	4058.997411660269	5.94049984005278	35.289538349667104	16475459.987864764	3518.763023032099	81.614592283604	6660.941673618913	12381693.212257998	3583.786999892274	6629.096345895505	1.733529	107.069572	1.3049486867434943	0.7849690858702358	-0.0892627491	0.0586544104	-0.0800059165	-0.0041285487	0.1048824877	-0.0075551526	-0.069534897	0.014634188	-0.0226000981	0.0707735433	-0.0904564593	-0.0257641194	-0.0589936204	0.0699273243	0.012680464	-0.0052278249	-0.0401491682	0.0580880699	-0.0022535246	0.0680395747	-0.0127576919	-0.0048846693	-0.0779138149	-0.0539996965	-0.0632091374	-0.0113476598	0.0297681789	-0.0215920951	0.0271151058	-0.0556476362	-0.0741186787	-0.0365805783	0.0755717238	0.0005280823	0.1395809378	-0.0174943614	0.0475887694	-0.0927260728	0.001718838	-0.0742896229	-0.0381160842	-0.0153519563	-0.0339223178	-0.0470261618	0.0648661021	-0.1222539391	-0.025976789	0.1246143326	0.0358020176	0.0557923554	0.0200188516	0.01644405	-0.0070376632	0.0167447126	0.0731213805	0.2206859388	0.0801992198	0.035069192	0.0537369836	-0.039168079	0.1272668222	0.0950111383	0.0933598536	0.0906289382	0.0868499729	0.0820666583	0.0519296668507109	-0.0155366281645116	0.0026966902992258	0.0002413868147222	0.2283428409304377	-0.3695613170443296	0.1365755670555395	0.0521404530041831	0.2057002240366756	0.3433869316377382	0.1179145848195806	0.0423125821687385	0.0272394012984863	-0.0096651682497259	9.341547729550963e-05	0.0007419849830999	-0.0047458630997538	-0.0016771948896257	2.252321656160475e-05	2.8129826977865648e-06	0.0024631000303957	-0.0001869130585867	3.4936491470235175e-08	6.0668617597352985e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
