trial_type.audcontrol	trial_type.audaffix	trial_type.audroot	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	non_steady_state_outlier07	non_steady_state_outlier08	non_steady_state_outlier09	non_steady_state_outlier10	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	cosine00	cosine01	cosine02	cosine03	cosine04	intercept
-4.045387005197191e-15	-2.3495898226431453e-10	-5.964636392245744e-06	1.000000000000026	-1.3670785959357669e-15	-1.9223976705640895e-15	-1.4560079637921072e-15	-1.650147896609548e-15	-1.7950201730410585e-15	-1.2348448383331382e-15	-1.8259464216654604e-15	-1.1938165610654466e-15	-1.060655418914592e-15	-8.40166630732196e-16	0.0332795647610614	0.0353333359605845	-0.0164503549818983	6.027255106071732e-05	-0.001001013910857	-0.0004539702128114	-1.1156559641303735e-15	-9.637896113520978e-16	1.9826778750706782e-16	4.492917820174772e-16	1.3472032774347686e-15	1.68643855574483e-15	-9.650080247799846e-16	6.0467572803029545e-16	-1.7335666925067214e-15	3.4470238900305196e-16	1
2.6127315046380183e-14	5.37924387058902e-10	1.3581998990775552e-05	-1.774271644354622e-15	1.0000000000000269	-1.4676921119707154e-15	-8.862273969072814e-16	-1.5568050321245577e-15	-1.2177366442961522e-15	-1.534175956214286e-15	-1.713259628678302e-15	-2.0201907537443504e-15	-1.91948064818936e-15	2.4334884737946978e-15	-0.0030844625535716	0.0589863682327361	0.0746860381370048	-0.0003301021737393	0.0006829500866879	0.0003001127612879	1.0704390799636998e-15	1.35253262220988e-15	7.997596342691847e-16	4.650241730174759e-16	-6.2225105827159985e-16	1.4391132463227417e-15	-7.269922707252955e-16	-1.4802058309592945e-15	-3.2838481795977046e-16	-8.094736994326205e-16	1
-4.183451529862345e-14	-1.175705430078063e-09	-2.9485424454471618e-05	-2.263258030793544e-15	-2.0435211314131287e-15	1.0000000000000289	-2.614267171752804e-16	-5.943052281656714e-16	-2.415188249828151e-15	-5.496039511004008e-17	-2.78727156201192e-15	-6.3635739708723615e-16	-1.385547804867389e-15	-1.1222154177427169e-15	0.0057227012843005	-0.0430582182387408	0.0139397854534663	0.0002263798515504	-0.0004000680010929	-0.0005999545144306	-1.5739104476034265e-15	-1.0262879163600149e-15	-1.632947329297759e-16	3.9606523205265534e-16	9.35178288482215e-16	1.3771280680924057e-15	-1.1762038479683441e-15	5.794661961093885e-16	-1.2852619970007737e-15	3.6762122574227756e-16	1
1.0197630318791102e-13	2.399021145973848e-09	5.935055064530242e-05	-1.8578241145151696e-15	-9.213413079448557e-16	-2.8463563457415225e-16	1.0000000000000275	-1.9212891283591167e-15	-1.792821823334251e-15	-1.5479279695824629e-15	-1.4680485165220686e-15	-1.4665558200951085e-15	-1.4436407198957692e-15	9.344851031188257e-16	-0.007151842897029	-0.0192205103116139	0.069081450899472	0.0001569828233136	0.0006830033253488	4.9946371814046165e-05	-1.028368244093439e-16	4.1671621129353175e-16	4.718619482923025e-17	1.774833539667111e-16	-3.030561617763208e-16	1.2267584168475552e-15	-7.523792250354577e-16	-7.67190839458639e-16	-5.828672645571871e-16	-6.879513463185679e-16	1
-1.7414721940315273e-13	-4.349406833723634e-09	-9.778638860545514e-05	-9.57149563816561e-16	-1.2222047487192188e-15	-2.731427641546026e-16	-1.7716536191391514e-15	1.000000000000027	-1.6515287500372197e-15	-1.8771072752205315e-15	-1.7982306437048583e-15	-1.3584692427945669e-15	-1.7836074397120708e-15	5.2063413605539394e-17	-0.0071891893357314	-0.0496321715038747	0.0342268113075306	0.0003950451254673	0.0005289658913781	-0.0001701045048085	-9.62351862623511e-16	-3.087420340783106e-16	-2.299784147266058e-16	3.280460636883504e-16	5.236936703128302e-16	1.1722696233693601e-15	-8.754462704538013e-16	-1.6482046923801462e-16	-1.1579955667579344e-15	-2.653407749042492e-16	1
2.676239401543443e-13	6.015307326524186e-09	0.0001091929362692	-1.4856708091935268e-15	-1.7018714510309329e-15	-2.8993435086241257e-15	-2.1170080594562528e-15	-1.5388770444765289e-15	1.000000000000029	-9.902536708266146e-16	1.0464279964673523e-16	-1.1727169616533746e-15	-1.4962306145078679e-15	1.0673676583583632e-15	-4.618472364164496e-05	0.0114737882623343	0.0577208451386302	0.0005349335711459	0.0002671321484405	0.0004944282155281	3.0603385646025264e-16	2.6498297019347433e-16	5.770432812408455e-16	6.752348984273379e-16	-2.890861949637738e-16	1.521380706412607e-15	-8.179154436239588e-16	-8.904985452711708e-16	-7.057547255969786e-16	-9.926436370946766e-16	1
-1.1745587798103685e-13	-1.1082162297788114e-09	-0.0003135868919469	-2.0301158509649918e-15	-1.6344538168100805e-15	-3.5442737181210308e-15	-1.5055659867876934e-15	-1.0980675751942189e-15	3.3056158393739233e-16	1.0000000000000275	8.600078760201125e-16	-7.294864130902829e-16	-1.289724076209844e-15	-5.902352908129175e-16	0.0232296246206994	0.0303446308903959	0.0090031322089855	0.0008614147574599	-0.0003731935340478	-0.0004498389203456	-1.3939202540158246e-15	-1.3880719705227757e-15	3.9084542925707655e-16	6.410460736783815e-16	7.111070220850288e-16	1.570100798784858e-15	-7.157562970812962e-16	3.827005705223915e-16	-1.437940101323145e-15	1.1629679606493495e-16	1
-1.1891671490600985e-12	-3.624350171638129e-08	0.0218099962717704	-4.668581900637504e-16	-2.9201932187871197e-16	-3.810261713506579e-16	-2.532042462704763e-15	-1.6635538697030285e-15	-6.849947248032188e-16	-2.098065113338872e-15	1.0000000000000278	-1.7146255694728496e-15	-1.234937958248145e-15	-1.830010745479944e-15	0.0428826025936522	-0.0447978130957571	0.028414919643108	0.0008248705552799	-0.0004432323441705	-0.0005658163419928	-1.8338280577492375e-15	-1.0762881887980768e-15	-6.425951044654736e-16	5.2167935061406696e-17	1.1301969749048252e-15	1.5940556293384333e-15	-1.2191468866605945e-15	1.0303113052591701e-15	-1.5786942058938402e-15	2.9357078968317636e-16	1
7.117086941392971e-12	1.976054815603149e-07	0.2633463207777889	-5.470566709097694e-16	-5.856387333446019e-16	3.517162233184855e-16	-9.993186702555573e-16	-1.2699442816815309e-15	-1.9048041375336837e-15	-2.2890298219227373e-15	-2.2807020264695747e-15	1.0000000000000269	-1.1377668031204377e-15	-4.3893231588895823e-16	0.0584107231106849	0.002345607107485	0.098370299349097	0.0007550005757573	-0.000245999231857	2.093005722757386e-06	-1.4454005452075176e-15	-5.858740163128679e-17	-4.529138885526506e-16	-5.621363536198551e-17	7.399608279648952e-16	1.3752036489732225e-15	-1.0867004873122446e-15	2.1867910133793482e-16	-1.2335635527935894e-15	-4.075288484368978e-16	1
-2.889861192857593e-11	-7.817640370636589e-07	0.674582413235084	-1.6394203933677033e-15	-1.7055458538441865e-15	-2.142196753113064e-15	-1.011965112110107e-15	-1.290377915301692e-15	-1.0022915478742333e-15	-8.516047840521997e-16	-9.400019593569006e-16	-8.995399611315624e-16	1.000000000000028	-9.481187255764449e-16	-0.1209778452216728	-0.0118852603620805	-0.0161591960340558	0.0025261463964355	0.0038000860323506	0.0012437070940615	-9.941500010430242e-16	-3.5338149117081194e-16	-5.06629290152754e-16	4.660917372936279e-16	1.3362274477979853e-17	1.898052505942808e-15	-1.4968365727496917e-15	-1.3173624778548643e-16	-9.81698393918315e-16	-3.3501547455715656e-16	1
